Story,Cleaned_Story,Sentiment,Sentiment_Score
"My dad who had Alzheimer\s Dementia was admitted to AMU of Solihull Hospital in March after a neighbor complained about him and for some reason the police called paramedics. The staff in AMU were lovely. However he was transferred to ward 20B later on that night where things changed.Although some staff on the ward were lovely, the very next day nurses accused my dad of being aggressive on them trying to wash him.It was made clear to them on his admission that he would never go to the hospital, doctors or dentist; he was terrified of them, and he also wouldn\t allow washes so they should have known this.He wouldn\t allow a lady to wash him anyway. It\s his dignity. He would say to me about me seeing a doctor a man for a man; a woman for a woman.He would even look for me at home like a child looking for their mother to make sure I was still there with him, and no one was even offered by staff to stay with him and at night I would usually have to comfort him at home as he thought the bed was going to kill him frightened and he was in hospital all alone with people he didn\t even know. It must have been very traumatic for him there.He should have just came home with me. If he had a slight infection, which was diagnosed by paramedics, I could have treated it as I always did. He should have just had a permanent catheter fitted (due to big stones he\d had in his bladder for some years) and then come with me but instead they made him stay there.Anyway on my arrival a nurse spoke to me terribly so I felt my dad wasn\t being respected.He kept being chemically restrained with sedation (causing him to have low blood pressure and fast heart) and given antipsychotics both against family\s wishes, from then onwards just for walking around and it seemed like them wanting to control him, claiming he was giving them an headache and thus he was missing meals and drinks because of it. But also it was being done even when no doctor was prescribing it.My dad had a drip fitted as he was slightly dehydrated yet the doctor removed it and refused to fit it back up as he told us that we wont force him to have something done that he doesn\t want done, however as I was stressed and worried about my dad being left at the hospital I didn\t think clearly at the time to tell them everything.As time went by my dad was allocated some carers, a night one which seemed really nice, then two others mainly on during the day, which pushed him about and then the one carer he had more often and they kept throwing my dad\s sandwiches away I was buying him and showing a great disregard towards my dad\s feelings and needs and even intimidating his visitors. Thy kept lowering his voice, almost in a whisper, to me and my sister saying -he should be medicated if the man in the next bed was your father you would care. And saying comments about how, he will fall down keep walking around and behaving in an intimidating way to us on our visits.Before the hospital went in lockdown I hadn\t noticed my dad being given any food at all by any staff member, this was after he started to walk around eating sandwiches a kind nurse from another ward initiated to get him to eat, for some reason I could no longer see any food coming to him days before their lockdown, and I cried to my mom over the phone really worried about him, for him to be got out of the hospital however he ended up staying in there, with this carer in charge, and was discharged nearly 6 days later after their lockdown, almost 3 weeks stay in hospital, staff claiming he was fit to go.To me he seemed very poorly, having severe dehydration and malnutrition, clearly not being fed after their lockdown, dying. They may have on their records he was fed as it was written down wrong at least once before when I was visiting him and I had to correct a member of staff about it because they said he\d ate more than he had which I only realised when she came around to check his meal book. My brother who collected him even said he tried to drink a antibacterial handgel from the bottom of someone\s bed because of his thirst.He sadly passed away at the beginning of April. He did not deserve such treatment and was kind to everyone outside of hospital, he would never hurt anyone. He will sadly be missed by everyone, friends and family, including those around Shirley, as many loved him.",my dad who had alzheimers dementia was admitted to amu of solihull hospital in march after a neighbor complained about him and for some reason the police called paramedics the staff in amu were lovely however he was transferred to ward b later on that night where things changedalthough some staff on the ward were lovely the very next day nurses accused my dad of being aggressive on them trying to wash himit was made clear to them on his admission that he would never go to the hospital doctors or dentist he was terrified of them and he also wouldnt allow washes so they should have known thishe wouldnt allow a lady to wash him anyway its his dignity he would say to me about me seeing a doctor a man for a man a woman for a womanhe would even look for me at home like a child looking for their mother to make sure i was still there with him and no one was even offered by staff to stay with him and at night i would usually have to comfort him at home as he thought the bed was going to kill him frightened and he was in hospital all alone with people he didnt even know it must have been very traumatic for him therehe should have just came home with me if he had a slight infection which was diagnosed by paramedics i could have treated it as i always did he should have just had a permanent catheter fitted due to big stones hed had in his bladder for some years and then come with me but instead they made him stay thereanyway on my arrival a nurse spoke to me terribly so i felt my dad wasnt being respectedhe kept being chemically restrained with sedation causing him to have low blood pressure and fast heart and given antipsychotics both against familys wishes from then onwards just for walking around and it seemed like them wanting to control him claiming he was giving them an headache and thus he was missing meals and drinks because of it but also it was being done even when no doctor was prescribing itmy dad had a drip fitted as he was slightly dehydrated yet the doctor removed it and refused to fit it back up as he told us that we wont force him to have something done that he doesnt want done however as i was stressed and worried about my dad being left at the hospital i didnt think clearly at the time to tell them everythingas time went by my dad was allocated some carers a night one which seemed really nice then two others mainly on during the day which pushed him about and then the one carer he had more often and they kept throwing my dads sandwiches away i was buying him and showing a great disregard towards my dads feelings and needs and even intimidating his visitors thy kept lowering his voice almost in a whisper to me and my sister saying he should be medicated if the man in the next bed was your father you would care and saying comments about how he will fall down keep walking around and behaving in an intimidating way to us on our visitsbefore the hospital went in lockdown i hadnt noticed my dad being given any food at all by any staff member this was after he started to walk around eating sandwiches a kind nurse from another ward initiated to get him to eat for some reason i could no longer see any food coming to him days before their lockdown and i cried to my mom over the phone really worried about him for him to be got out of the hospital however he ended up staying in there with this carer in charge and was discharged nearly days later after their lockdown almost weeks stay in hospital staff claiming he was fit to goto me he seemed very poorly having severe dehydration and malnutrition clearly not being fed after their lockdown dying they may have on their records he was fed as it was written down wrong at least once before when i was visiting him and i had to correct a member of staff about it because they said hed ate more than he had which i only realised when she came around to check his meal book my brother who collected him even said he tried to drink a antibacterial handgel from the bottom of someones bed because of his thirsthe sadly passed away at the beginning of april he did not deserve such treatment and was kind to everyone outside of hospital he would never hurt anyone he will sadly be missed by everyone friends and family including those around shirley as many loved him,Positive,0.07124396135265702
Written communication was goodIt made me feel comfortableNothing could have made it better,written communication was goodit made me feel comfortablenothing could have made it better,Positive,0.5
"Admitted last Sunday with a minor stroke and left Tuesday after fantastic care and support. I though the hospitals arrangements to protect staff and patients against Covid was excellent. Received excellent treatment Throughout, especially on acute stroke ward.My thanks to everyone. You are true heroes in these difficult times.",admitted last sunday with a minor stroke and left tuesday after fantastic care and support i though the hospitals arrangements to protect staff and patients against covid was excellent received excellent treatment throughout especially on acute stroke wardmy thanks to everyone you are true heroes in these difficult times,Positive,0.34
"im very happy with my practice, receptionists are very kind and doctors very beneficial. my only concern is numbers of patients because it can be really really busy . overall i am very in love with my practice",im very happy with my practice receptionists are very kind and doctors very beneficial my only concern is numbers of patients because it can be really really busy overall i am very in love with my practice,Positive,0.39
Amazing service. NHS is soooooo great and Binfeld has been super helpful. I called for a phone appointment and they called right back. Very kind and caring staff. Thank you,amazing service nhs is soooooo great and binfeld has been super helpful i called for a phone appointment and they called right back very kind and caring staff thank you,Positive,0.46650793650793654
With someone already suffering from anxiety and depression sadly this practice doesnt seem to care about people. Very rude staff and always unwilling to help or consider how people are feeling yet they state.... they care! They really dont Doctors should be there to support one through difficult times not make them worse yet every time I have to speak to this practice I end up feeling even worse than before.They say they are here to help but when u need help there is no one to speak to and if u ask to speak to a doctor you wont .... youll speak to someone else that is not a doctor and cant really help!Its sad that I have to resort to this kind of feedback as doctors and surgerys are supposed to be helpful and caring ... this surgery does not practice that theory. Your just a number If u want to make a change then my advice Would be to be to start caring about people as thats what your job is supposed to be.I dont usually write reviews but I feel this information is helpful to anyone that wants to join this practice. If u want to feel that your cared about as a person and not just a number then maybe choose a different practiceExtremely unsatisfied and I will also be taking this matter further as its not the right to treat people this way. I may have an nhs id number but Im also still a person with feelings.,with someone already suffering from anxiety and depression sadly this practice doesnt seem to care about people very rude staff and always unwilling to help or consider how people are feeling yet they state they care they really dont doctors should be there to support one through difficult times not make them worse yet every time i have to speak to this practice i end up feeling even worse than beforethey say they are here to help but when u need help there is no one to speak to and if u ask to speak to a doctor you wont youll speak to someone else that is not a doctor and cant really helpits sad that i have to resort to this kind of feedback as doctors and surgerys are supposed to be helpful and caring this surgery does not practice that theory your just a number if u want to make a change then my advice would be to be to start caring about people as thats what your job is supposed to bei dont usually write reviews but i feel this information is helpful to anyone that wants to join this practice if u want to feel that your cared about as a person and not just a number then maybe choose a different practiceextremely unsatisfied and i will also be taking this matter further as its not the right to treat people this way i may have an nhs id number but im also still a person with feelings,Negative,-0.10387755102040816
"The practice have been nothing short of remarkable when it has come to my health and wellbeing. The reception staff are professional and helpful, and I always feel like my concerns are taking seriously. I have found all medical staff approachable, with one particular female GP going the extra mile. The surgery hosts a number of different services, which avoids going into the City Centre, and is always clean and pleasant. It is the best medical care I have ever received from a GP practice.",the practice have been nothing short of remarkable when it has come to my health and wellbeing the reception staff are professional and helpful and i always feel like my concerns are taking seriously i have found all medical staff approachable with one particular female gp going the extra mile the surgery hosts a number of different services which avoids going into the city centre and is always clean and pleasant it is the best medical care i have ever received from a gp practice,Positive,0.2141025641025641
Today I contacted Pegswood surgery as I was having trouble ordering my husbands medication on line The young lady I spoke to was unbelievably patient with me I am not good with IT and she took me through every step without making me feel stupid or ignorant She was professional and treated me with respect thank you,today i contacted pegswood surgery as i was having trouble ordering my husbands medication on line the young lady i spoke to was unbelievably patient with me i am not good with it and she took me through every step without making me feel stupid or ignorant she was professional and treated me with respect thank you,Negative,-0.2333333333333333
"I recently spent 4 days in the Pembroke Ward recovering after undergoing a catheter procedure.  I would like to praise the nurses on that ward for taking such good and professional care of me and it\s quite clear that they all work so hard whilst on their shifts.  I would also like to single out one nurse in particular, Elizabeth.  This lovely lady has a soft spoken but very reassuring tone to her voice.  Elizabeth was always there to listen and was very proactive in that she would stop by just to make sure I was comfortable and didn\t require anything else several times during her shift.  I would like her outstanding professionalism to be recognized by the Hospital.",i recently spent days in the pembroke ward recovering after undergoing a catheter procedure i would like to praise the nurses on that ward for taking such good and professional care of me and its quite clear that they all work so hard whilst on their shifts i would also like to single out one nurse in particular elizabeth this lovely lady has a soft spoken but very reassuring tone to her voice elizabeth was always there to listen and was very proactive in that she would stop by just to make sure i was comfortable and didnt require anything else several times during her shift i would like her outstanding professionalism to be recognized by the hospital,Positive,0.18772321428571428
Would just like to say how helpful everyone is that work at this surgery. Had a telephone appointment with one of your nurses on 19th may at 9.30am and cant tell you how much she put my mind at ease. Cant praise your surgery enough . I urge If anyone needs advice please contact the team they really put your mind at ease dont suffer in these difficult times . Thank you again stay well  Kerry Marsh,would just like to say how helpful everyone is that work at this surgery had a telephone appointment with one of your nurses on th may at am and cant tell you how much she put my mind at ease cant praise your surgery enough i urge if anyone needs advice please contact the team they really put your mind at ease dont suffer in these difficult times thank you again stay well kerry marsh,Negative,-0.024999999999999994
"Ive always had good experiences with Lavant Road Surgery, the doctors are thorough and the receptionists are patient... during the pandemic Ive tried to stay away to lighten the load when Ive had concerns but when my son eventually needed treatment the Doctor we saw was so incredibly thorough and caring, talking me through everything and reassuring me which has been so important given current circumstances. Thank you for your continued work and support during lockdown! I am so grateful and so is my little man!! :)",ive always had good experiences with lavant road surgery the doctors are thorough and the receptionists are patient during the pandemic ive tried to stay away to lighten the load when ive had concerns but when my son eventually needed treatment the doctor we saw was so incredibly thorough and caring talking me through everything and reassuring me which has been so important given current circumstances thank you for your continued work and support during lockdown i am so grateful and so is my little man,Positive,0.3625
Every time I need to make an appointment or emergency one they provide it or try they level best to get me one. From the doctors to the receptionist all are very patient driven and care and make you feel at ease and put they patient as priority. They take time and interest in what is the problem and get to solution. I would recommend this surgery and people should give back feedback as this surgery is only getting better each time I visit even at this current time over the phone as well. I would like to thank the doctor and staff there for doing the great job and in current situation thank u for still putting us first.,every time i need to make an appointment or emergency one they provide it or try they level best to get me one from the doctors to the receptionist all are very patient driven and care and make you feel at ease and put they patient as priority they take time and interest in what is the problem and get to solution i would recommend this surgery and people should give back feedback as this surgery is only getting better each time i visit even at this current time over the phone as well i would like to thank the doctor and staff there for doing the great job and in current situation thank u for still putting us first,Positive,0.3055555555555556
I called today to ask some questions to find all previous GPS gone and name changed etc. Asked why no information to patients told I should have been called????But I find no appointments for a week thats not changed!!I await to see improvement of it comes.,i called today to ask some questions to find all previous gps gone and name changed etc asked why no information to patients told i should have been calledbut i find no appointments for a week thats not changedi await to see improvement of it comes,Negative,-0.16666666666666666
"Been on the waiting list for years. No support in place. Left out on a limb. Sink or swim. Struggling alone. No one been in touch. I last rang to be told the service has now moved, but there is a physchology person taking calls, but was unavailable to take my call. I stopped trying to contact after my third attempt with this person whoever it is. I had not been informed of any change or location changes. Am I worth support? Clearly not in this service\s opinion, regardless of being on a waiting list for years, with the story of severe lack of professionals , funding and staffing cuts, with long waiting lists. I need support. There is none. Ful stop.",been on the waiting list for years no support in place left out on a limb sink or swim struggling alone no one been in touch i last rang to be told the service has now moved but there is a physchology person taking calls but was unavailable to take my call i stopped trying to contact after my third attempt with this person whoever it is i had not been informed of any change or location changes am i worth support clearly not in this services opinion regardless of being on a waiting list for years with the story of severe lack of professionals funding and staffing cuts with long waiting lists i need support there is none ful stop,Positive,0.033333333333333326
"Each time, i call to the surgery, its never easy to get through. Bell rings n rings then someone will put you on hold and then again it starts ringing then you are put on hold forever. Regardless if the call is urgent. This is very frustrating it also happens with other patients. Practice needs to sort this out.",each time i call to the surgery its never easy to get through bell rings n rings then someone will put you on hold and then again it starts ringing then you are put on hold forever regardless if the call is urgent this is very frustrating it also happens with other patients practice needs to sort this out,Negative,-0.2872222222222222
"We have been registered at the GP practice for 30 plus years and has been instrumental in all of our care but in particular our mums care. The practice has worked hard to put measures in place to ensure we get a good service. I would like thank you all the staff from the Drs, to the nurses and reception staff for their friendly and supportive advice. The Dr we deal with has been extremely helpful in managing mums care, she has amazing listening skills and we felt so confident about mums care plan. Thank you to nurse who took time over the phone to understand mums problems. Thank you the reception staff for organising the prescriptions. Fantastic service.",we have been registered at the gp practice for plus years and has been instrumental in all of our care but in particular our mums care the practice has worked hard to put measures in place to ensure we get a good service i would like thank you all the staff from the drs to the nurses and reception staff for their friendly and supportive advice the dr we deal with has been extremely helpful in managing mums care she has amazing listening skills and we felt so confident about mums care plan thank you to nurse who took time over the phone to understand mums problems thank you the reception staff for organising the prescriptions fantastic service,Positive,0.3138888888888889
"Visited Cath Lab as emergency during lock down. Everything was perfect. Consultant was very reassuring and explained everything fully before, during and after the procedure. He was supported by a friendly, welcoming and highly professional team. I would have no hesitation in returning to this Lab. Thank you.",visited cath lab as emergency during lock down everything was perfect consultant was very reassuring and explained everything fully before during and after the procedure he was supported by a friendly welcoming and highly professional team i would have no hesitation in returning to this lab thank you,Positive,0.30388888888888893
"I needed to see a physiotherapist around June/July 2019 I got an appointment quickly however, on arrival I was stood 10 minutes waiting for someone to direct me to the correct area. When I got there I was in a classroom setting with 3 other people who had taken similar symptoms to me. We were assured we would be seen independently, which we were in a big room behind a curtain where everyone could hear everyone elses complaint then we sat and watched a video for an hour about muscles and were given a large elastic band and shown how to do exercises with it thank you see you later. Complete waste of time for me almost a year later pain is worse. Bring back the actual physical examination by a physiotherapist",i needed to see a physiotherapist around junejuly i got an appointment quickly however on arrival i was stood minutes waiting for someone to direct me to the correct area when i got there i was in a classroom setting with other people who had taken similar symptoms to me we were assured we would be seen independently which we were in a big room behind a curtain where everyone could hear everyone elses complaint then we sat and watched a video for an hour about muscles and were given a large elastic band and shown how to do exercises with it thank you see you later complete waste of time for me almost a year later pain is worse bring back the actual physical examination by a physiotherapist,Negative,-0.039845938375350144
"My husband went into this hospital a few weeks ago and was in there about two weeks. He had taken ill again after 8 years of being healthy with no drugs, due to the stress of a family member being ill. Although diagnosed some years ago with Bi Polar Disorder we believed it was more of a lack of nutrition, vitamins and minerals and as said he was well for 8-10 years no drugs. Upon entering this hospital they put him on Olanzapine at the time it was questionable what the diagnosis was other than high stress. When I I had read up about the drug and that it could push his sugar levels up the answer was well we will give him a pill for that if that occurs? ? ? ? ? ? He came home and was doing well but had a relapse and mania was showing again due to high stress. This time they put him on higher doses of Olanzapine and monitored him. Then they decided to put him on Respiridon and they had him on both tablets citing that they had to put him on both to take him off olanzapine this took about a week. Then he had a Parkinsons shake because of one of the drugs and a rash, we dont know which drug caused this. So they put him on another drug to stop the shakes. All this time on messenger where I could see him he looked doped up but the doctor would not have it. I talked about bringing in a Nuitritionalist and they were ok about that but afterwards it seemed to make things worse for my husband.The following weekend staff said he was high, well in fact I thought he was subdued, when I mentioned I thought he was subdued I got ignored, I asked for the doctor to give me a ring again. They have not to date. Because staff thought he was high they would not discharge him and then have since put him on a mood stabilizer, all because some staff who do not know my happy, jolly, ebullient husband thinks he is high. I dislike the staff who are caring for my husband for they know not what they do. I believe nutrition is the way forward. But how can I implement that when he is in there.  I am getting to know nothing, just getting ignored, I am not being brought into the decision making or any meetings either and I want to make a formal complaint against them all.",my husband went into this hospital a few weeks ago and was in there about two weeks he had taken ill again after years of being healthy with no drugs due to the stress of a family member being ill although diagnosed some years ago with bi polar disorder we believed it was more of a lack of nutrition vitamins and minerals and as said he was well for years no drugs upon entering this hospital they put him on olanzapine at the time it was questionable what the diagnosis was other than high stress when i i had read up about the drug and that it could push his sugar levels up the answer was well we will give him a pill for that if that occurs he came home and was doing well but had a relapse and mania was showing again due to high stress this time they put him on higher doses of olanzapine and monitored him then they decided to put him on respiridon and they had him on both tablets citing that they had to put him on both to take him off olanzapine this took about a week then he had a parkinsons shake because of one of the drugs and a rash we dont know which drug caused this so they put him on another drug to stop the shakes all this time on messenger where i could see him he looked doped up but the doctor would not have it i talked about bringing in a nuitritionalist and they were ok about that but afterwards it seemed to make things worse for my husbandthe following weekend staff said he was high well in fact i thought he was subdued when i mentioned i thought he was subdued i got ignored i asked for the doctor to give me a ring again they have not to date because staff thought he was high they would not discharge him and then have since put him on a mood stabilizer all because some staff who do not know my happy jolly ebullient husband thinks he is high i dislike the staff who are caring for my husband for they know not what they do i believe nutrition is the way forward but how can i implement that when he is in there i am getting to know nothing just getting ignored i am not being brought into the decision making or any meetings either and i want to make a formal complaint against them all,Positive,0.023412698412698427
"Laura and Helen youve been amazing helping my wife to bring to life my baby boy. Very suportive, calm and positive. Thank you! ! !",laura and helen youve been amazing helping my wife to bring to life my baby boy very suportive calm and positive thank you,Positive,0.33181818181818185
"I joined the practise last year and have nothing but praise for all the staff working there . The receptionists are amazing , so kind , caring , compassionate and dedicated . Nothing is too much trouble . The Drs are thorough and listen to you . My recent illness has been made that little bit easier from the kindness of the staff . Thank you , all of you",i joined the practise last year and have nothing but praise for all the staff working there the receptionists are amazing so kind caring compassionate and dedicated nothing is too much trouble the drs are thorough and listen to you my recent illness has been made that little bit easier from the kindness of the staff thank you all of you,Positive,0.1354166666666667
I had to leave this review based on my time here over the weekend to deliver my beautiful baby girl. Regardless of any pandemic and circumstances the staff on labour wards and post natal ward were my constant support when my husband wasnt able to be present and for that I will be forever grateful. You are all a credit to what you do and I will never be able to say thank you enough for keeping me calm and staying by my side when I was frightened or struggling.I have done nothing but sing your praises since Ive got home!,i had to leave this review based on my time here over the weekend to deliver my beautiful baby girl regardless of any pandemic and circumstances the staff on labour wards and post natal ward were my constant support when my husband wasnt able to be present and for that i will be forever grateful you are all a credit to what you do and i will never be able to say thank you enough for keeping me calm and staying by my side when i was frightened or strugglingi have done nothing but sing your praises since ive got home,Positive,0.3071428571428572
I would like to thank everybody at this practice for their extra support and this difficult time.  Visited a few weeks ago and everybody was so kind and caring.  The infection control there was excellent and made me feel very safe.  Well Done !,i would like to thank everybody at this practice for their extra support and this difficult time visited a few weeks ago and everybody was so kind and caring the infection control there was excellent and made me feel very safe well done,Positive,0.25833333333333336
"We have been registered at the GP practice for 30 plus years and has been instrumental in all of our care but in particular our mums care. The practice has worked hard to put measures in place to ensure we get a good service. I would like thank you all the staff from the Drs, to the nurses and reception staff for their friendly and supportive advice. Dr Rutton has been extremely helpful in managing mums care, she has amazing listening skills and we felt so confident about mums care plan. Thank you to Regina the nurse who took time over the phone to understand mums problems. Thank you the reception staff for organising the prescriptions. Fantastic service.",we have been registered at the gp practice for plus years and has been instrumental in all of our care but in particular our mums care the practice has worked hard to put measures in place to ensure we get a good service i would like thank you all the staff from the drs to the nurses and reception staff for their friendly and supportive advice dr rutton has been extremely helpful in managing mums care she has amazing listening skills and we felt so confident about mums care plan thank you to regina the nurse who took time over the phone to understand mums problems thank you the reception staff for organising the prescriptions fantastic service,Positive,0.3138888888888889
"Arrived with extreme lower leg pain, had bloods taken and then an ultrasound which showed Deep Vein Thrombosis. Had the problem explained and left with a prescription for the necessary medication. Thank you NHS.",arrived with extreme lower leg pain had bloods taken and then an ultrasound which showed deep vein thrombosis had the problem explained and left with a prescription for the necessary medication thank you nhs,Negative,-0.03125
"Went in today for my first ENG 1 Medical Examination. Right from the start, my experience was brilliant. The recepcionist was very friendly and welcoming, and it made me feel very comfortable in my surroundings. Once I had got everything sorted for the Doctor, I went through and we went through everything for the ENG 1 (as per the MCA guidelines), but he was very reassuring, right from the get-go, that I would pass it no problems. It had been the biggest worry, and I was worried about nothing, it was a quick and painless service, and I shall return here for my next ENG 1, as well as all following! Thank you all so much.",went in today for my first eng medical examination right from the start my experience was brilliant the recepcionist was very friendly and welcoming and it made me feel very comfortable in my surroundings once i had got everything sorted for the doctor i went through and we went through everything for the eng as per the mca guidelines but he was very reassuring right from the getgo that i would pass it no problems it had been the biggest worry and i was worried about nothing it was a quick and painless service and i shall return here for my next eng as well as all following thank you all so much,Positive,0.2885218253968254
"Iv called for both myself and my daughter within the space of a week. My problems have been dealt with promptly and effectively via telephone consultations. The knowledgeable asthma nurse gave me fantastic advice and was very attentive and compassionate. The gp who also dealt with my problem gave me good time and also dealt with my problem in a compassionate way. Thankyou Petersgate, I understand the difficulties that you are facing currently, keep up the great work!",iv called for both myself and my daughter within the space of a week my problems have been dealt with promptly and effectively via telephone consultations the knowledgeable asthma nurse gave me fantastic advice and was very attentive and compassionate the gp who also dealt with my problem gave me good time and also dealt with my problem in a compassionate way thankyou petersgate i understand the difficulties that you are facing currently keep up the great work,Positive,0.5033333333333333
"the electronic prescription system, doesnt work for me. i have the problem for 4 years. each month for renew my medicine, i have to travel between gp and pharmacy several times. gp reception are saying we have sent your prescription to pharmacy and pharmacy are saying we dont recieve it. nobody care to solve the problem at gp.",the electronic prescription system doesnt work for me i have the problem for years each month for renew my medicine i have to travel between gp and pharmacy several times gp reception are saying we have sent your prescription to pharmacy and pharmacy are saying we dont recieve it nobody care to solve the problem at gp,Neutral,0.0
"One day I have decided to treat my phobia and luckily I have met one of the best therapist which helped me session after session to be strong.I will never have enough words to say THANK YOU, Monica for everything.After my therapy I am much stronger than before and confident to do things which I thought were impossible.",one day i have decided to treat my phobia and luckily i have met one of the best therapist which helped me session after session to be strongi will never have enough words to say thank you monica for everythingafter my therapy i am much stronger than before and confident to do things which i thought were impossible,Positive,0.22777777777777777
I attended the dermatology dept this Tuesday morning (9am) 19th May 2020 for the removal of a Basal Cell Carcinoma. I would just like to express my thanks to the wonderful team of 4 who carried out the procedure. They were brilliant and I am extremely grateful.,i attended the dermatology dept this tuesday morning am th may for the removal of a basal cell carcinoma i would just like to express my thanks to the wonderful team of who carried out the procedure they were brilliant and i am extremely grateful,Positive,0.49375
"Genuinely interested in my concerns and health, gave me time and listened. Requested a call back from Dr, and received it, happy with the service.",genuinely interested in my concerns and health gave me time and listened requested a call back from dr and received it happy with the service,Positive,0.35000000000000003
"I am a clinician myself. I was anxious about a particular health matter and I was consulted by the doctor. I understand the difficulties of managing patient expectations, being pragmatic and empathetic at the same time. The doctor demonstrated all of these qualities and resolved my medical problems in a timely manner. I am very happy with the service received at Southview Surgery during the time of the COVID-19 pandemic",i am a clinician myself i was anxious about a particular health matter and i was consulted by the doctor i understand the difficulties of managing patient expectations being pragmatic and empathetic at the same time the doctor demonstrated all of these qualities and resolved my medical problems in a timely manner i am very happy with the service received at southview surgery during the time of the covid pandemic,Positive,0.18333333333333332
"We have used the surgery 4 times in the last 2 months and have been totally impressed with the doctors, nurses and reception staff we have interacted with.They have in short, been brilliant.My husband has attended twice, after receiving an animal bite, and the nurses were efficient and knowledgable. Twice we received telephone consultations after submitting photographs. All treatments were extremely quickly dealt with. On all occasions receptionists, the first contact, have been welcoming, efficient and personable. It makes such a difference in these difficult times when you can have so much confidence in your local GPs surgery. Thanks again",we have used the surgery times in the last months and have been totally impressed with the doctors nurses and reception staff we have interacted withthey have in short been brilliantmy husband has attended twice after receiving an animal bite and the nurses were efficient and knowledgable twice we received telephone consultations after submitting photographs all treatments were extremely quickly dealt with on all occasions receptionists the first contact have been welcoming efficient and personable it makes such a difference in these difficult times when you can have so much confidence in your local gps surgery thanks again,Positive,0.14833333333333332
"I can only say thank you for the care that you provided for me and my husband over the last 2 months- my husband had a serious accident and the after care from our surgery went above and beyond,any questions or service we needed they were there- an understanding doctor who listened- with myself I was diagnosed with Covid and with her care I was admitted to hospital and was looked after and discharged home recovered, and my doctor was on the phone to check and to see that I was ok - we would both like to say thank our doctor for her care",i can only say thank you for the care that you provided for me and my husband over the last months my husband had a serious accident and the after care from our surgery went above and beyondany questions or service we needed they were there an understanding doctor who listened with myself i was diagnosed with covid and with her care i was admitted to hospital and was looked after and discharged home recovered and my doctor was on the phone to check and to see that i was ok we would both like to say thank our doctor for her care,Positive,0.03333333333333334
Both the nurse and the on duty doctor got me through a rather/very nasty breathless spell.Thank you for your efforts.,both the nurse and the on duty doctor got me through a rathervery nasty breathless spellthank you for your efforts,Negative,-1.0
"I live in Kintyre, a 4. 5 trip on a bus to QEH I was suffering severe stomach pain and was transferred from my local hospital to QEH by helicopter. Having had scans and xrays done, it was thought I had a 6mm kidney stone. I was given morphine via mouth for pain. I was told if I didn\t pass the stone I might have to have an op on the Monday - I was admitted early hours wed morning. On sat morning a doctor came round, never seen them before, asked if I was in any pain. By then I was being given codeine and paracetamol for pain. I wasn\t in any pain and was told I would discharged that morning. Not having been rescanned to check if stone was still there, I hadn\t felt any discomfort passing urine, I found this odd. It was the doctors attitude after this. I asked how I was getting home, they told me same way you came\, I informed them it was by helicopter. They said do you think we provide a private plane for you? I said there is a bus but it takes hours to get home. They said that was fine I can get the bus. Their whole attitude, lack of concern shocked me. A nurse had to show me where bus stop was and I had to sit in the cold in bus station for two hours waiting for my bus.",i live in kintyre a trip on a bus to qeh i was suffering severe stomach pain and was transferred from my local hospital to qeh by helicopter having had scans and xrays done it was thought i had a mm kidney stone i was given morphine via mouth for pain i was told if i didnt pass the stone i might have to have an op on the monday i was admitted early hours wed morning on sat morning a doctor came round never seen them before asked if i was in any pain by then i was being given codeine and paracetamol for pain i wasnt in any pain and was told i would discharged that morning not having been rescanned to check if stone was still there i hadnt felt any discomfort passing urine i found this odd it was the doctors attitude after this i asked how i was getting home they told me same way you came i informed them it was by helicopter they said do you think we provide a private plane for you i said there is a bus but it takes hours to get home they said that was fine i can get the bus their whole attitude lack of concern shocked me a nurse had to show me where bus stop was and i had to sit in the cold in bus station for two hours waiting for my bus,Negative,-0.07396694214876032
